image,iou,iou_optimal,gap,runtime
Tp_D_CRN_S_N_txt00041_txt00039_10829.jpg,0.9275,0.9275,0.0,0.753
Tp_D_CRN_S_N_txt00047_txt00048_11320.jpg,0.8747,0.8747,0.0,0.767
Tp_D_CRN_S_N_txt00055_txt00048_11329.jpg,0.7975,0.7975,0.0,0.756
Tp_D_CRN_S_N_txt00073_txt00071_11303.jpg,0.8107,0.8107,0.0,0.737
Tp_D_CRN_S_N_txt00077_txt00082_11295.jpg,0.8682,0.8682,0.0,0.747
Tp_D_CRN_S_O_ani10103_ani10111_10636.jpg,0.8993,0.8993,0.0,0.732
Tp_D_CRN_S_O_cha00029_ani00068_10041.tif,0.816,0.816,0.0,0.747
Tp_D_CRN_S_O_cha00099_ani00061_10045.tif,0.48,0.48,0.0,0.754
Tp_D_NND_L_B_arc00033_nat00095_00253.tif,0.9645,0.9645,0.0,0.893
Tp_D_NND_L_B_arc00072_nat00097_00292.tif,0.9866,0.9866,0.0,0.843
Tp_D_NND_M_B_arc00097_arc00086_00317.tif,0.9746,0.9746,0.0,0.864
Tp_D_NND_M_B_cha00094_cha00095_11445.jpg,0.92,0.92,0.0,0.792
Tp_D_NND_M_B_nat20098_nat20073_01602.tif,0.994,0.994,0.0,0.881
Tp_D_NND_M_B_sec00077_txt00059_10387.tif,0.9874,0.9874,0.0,0.939
Tp_D_NND_M_B_sec00077_txt00065_10388.tif,0.971,0.971,0.0,0.965
Tp_D_NND_M_B_sec00098_nat00033_00118.tif,0.8991,0.8991,0.0,0.807
Tp_D_NND_M_B_sec20062_arc20001_02136.tif,0.9488,0.9488,0.0,0.936
Tp_D_NND_M_N_arc00048_arc00086_00268.tif,0.9529,0.9529,0.0,0.786
Tp_D_NND_M_N_arc00049_arc00092_00269.tif,0.9961,0.9961,0.0,0.863
Tp_D_NND_M_N_arc00058_arc00086_00278.tif,0.9889,0.9889,0.0,0.87
Tp_D_NND_M_N_nat20025_arc20001_02225.tif,0.9891,0.9891,0.0,0.791
Tp_D_NND_M_N_pla00085_pla00086_00012.tif,0.9157,0.9157,0.0,0.879
Tp_D_NND_M_N_txt00099_nat00059_11124.jpg,0.9867,0.9867,0.0,0.941
Tp_D_NND_M_O_cha00097_txt00033_10171.tif,0.9641,0.9641,0.0,1.034
Tp_D_NND_M_O_txt00033_cha00097_10172.tif,0.976,0.976,0.0,0.903
Tp_D_NND_S_B_art00004_ani00077_01194.tif,0.566,0.566,0.0,0.803
Tp_D_NND_S_B_ind00003_cha00040_00423.tif,0.8097,0.8097,0.0,0.778
Tp_D_NND_S_B_nat20026_arc20001_02226.tif,0.9873,0.9873,0.0,0.826
Tp_D_NND_S_B_pla20083_pla20084_02358.tif,0.6449,0.6449,0.0,0.745
Tp_D_NND_S_N_cha00010_arc00086_00330.tif,0.9769,0.9769,0.0,0.833
Tp_D_NND_S_N_ind00016_ind00017_00432.tif,0.7937,0.7937,0.0,0.773
Tp_D_NND_S_N_nat00011_nat00007_00631.tif,0.9858,0.9858,0.0,0.918
Tp_D_NND_S_N_nat00015_cha00096_00634.tif,0.8113,0.8113,0.0,0.774
Tp_D_NND_S_N_sec00060_sec00059_11270.jpg,0.6241,0.6241,0.0,0.739
Tp_D_NND_S_N_sec00071_ind00084_11275.jpg,0.4955,0.4955,0.0,0.724
Tp_D_NND_S_N_txt00061_txt00083_10825.jpg,0.7993,0.7993,0.0,0.724
Tp_D_NND_S_N_txt00062_txt00083_10824.jpg,0.8506,0.8506,0.0,0.719
Tp_D_NNN_L_B_arc00032_nat00095_00252.tif,0.989,0.989,0.0,0.861
Tp_D_NNN_L_B_arc00038_nat00007_00258.tif,0.979,0.979,0.0,0.834
Tp_D_NNN_L_N_arc00011_ani00058_00231.tif,0.9845,0.9845,0.0,0.824
Tp_D_NNN_L_N_cha00074_txt00068_10193.tif,0.9438,0.9438,0.0,0.91
Tp_D_NNN_L_N_txt00068_cha00074_10194.tif,0.9472,0.9472,0.0,0.935
Tp_D_NNN_L_O_sec00062_nat00083_00083.tif,0.9619,0.9619,0.0,1.0
Tp_D_NNN_M_B_arc00040_nat00070_00260.tif,0.9578,0.9578,0.0,0.832
Tp_D_NNN_M_B_arc00054_nat10136_11920.jpg,0.983,0.983,0.0,0.854
Tp_D_NNN_M_B_arc00073_nat00095_00293.tif,0.9759,0.9759,0.0,0.769
Tp_D_NNN_M_B_arc00082_nat00099_00302.tif,0.9905,0.9905,0.0,0.844
Tp_D_NNN_M_B_arc10117_arc10115_10744.jpg,0.9134,0.9134,0.0,0.754
Tp_D_NNN_M_B_arc20101_arc20001_02184.tif,0.9739,0.9739,0.0,0.834
Tp_D_NNN_M_B_art00023_nat00095_11877.jpg,0.9745,0.9745,0.0,0.796
Tp_D_NNN_M_B_art00037_txt10112_10108.tif,0.9216,0.9216,0.0,0.888
Tp_D_NNN_M_B_art00049_nat00013_11764.jpg,0.9714,0.9714,0.0,0.766
Tp_D_NNN_M_B_art00052_arc00023_11851.jpg,0.908,0.908,0.0,0.912
Tp_D_NNN_M_B_art00052_nat00059_11847.jpg,0.964,0.964,0.0,0.847
Tp_D_NNN_M_B_art00069_nat00013_11844.jpg,0.9835,0.9835,0.0,0.754
Tp_D_NNN_M_B_art00069_nat00095_11843.jpg,0.9744,0.9744,0.0,0.797
Tp_D_NNN_M_B_art10110_nat00097_11568.jpg,0.9811,0.9811,0.0,0.822
Tp_D_NNN_M_B_cha00089_cha00082_10198.tif,0.8669,0.8669,0.0,0.8
Tp_D_NNN_M_B_cha10198_nat10160_12364.jpg,0.9504,0.9504,0.0,0.743
Tp_D_NNN_M_B_nat00004_nat00059_11487.jpg,0.969,0.969,0.0,0.816
Tp_D_NNN_M_B_nat00004_nat00095_11488.jpg,0.9872,0.9872,0.0,0.751
Tp_D_NNN_M_B_nat00004_nat00097_11486.jpg,0.9668,0.9668,0.0,0.813
Tp_D_NNN_M_B_nat00022_nat00031_00640.tif,0.9702,0.9702,0.0,0.843
Tp_D_NNN_M_B_nat00060_nat00062_11106.jpg,0.9833,0.9833,0.0,0.925
Tp_D_NNN_M_B_nat00085_nat00097_11285.jpg,0.9657,0.9657,0.0,0.811
Tp_D_NNN_M_B_nat00086_nat00097_11284.jpg,0.9437,0.9437,0.0,0.837
Tp_D_NNN_M_B_nat10106_nat00097_11352.jpg,0.9712,0.9712,0.0,0.826
Tp_D_NNN_M_B_nat10128_ani00058_11541.jpg,0.9223,0.9223,0.0,0.736
Tp_D_NNN_M_B_nat10128_nat00086_11538.jpg,0.957,0.957,0.0,0.828
Tp_D_NNN_M_B_nat10128_nat00099_11537.jpg,0.9786,0.9786,0.0,0.834
Tp_D_NNN_M_B_nat10161_nat10159_12082.jpg,0.9806,0.9806,0.0,0.886
Tp_D_NNN_M_B_sec00015_sec00082_00036.tif,0.9209,0.9209,0.0,0.786
Tp_D_NNN_M_B_sec00028_nat00007_00049.tif,0.8815,0.8815,0.0,0.781
Tp_D_NNN_M_B_sec00036_nat00035_20123.tif,0.9619,0.9619,0.0,0.892
Tp_D_NNN_M_B_sec20045_arc20001_02127.tif,0.9854,0.9854,0.0,0.861
Tp_D_NNN_M_B_txt00052_txt00051_10380.tif,0.981,0.981,0.0,0.941
Tp_D_NNN_M_N_ani00019_nat00059_11864.jpg,0.9656,0.9656,0.0,0.821
Tp_D_NNN_M_N_ani00019_nat00095_11863.jpg,0.9774,0.9774,0.0,0.841
Tp_D_NNN_M_N_ani00019_nat10122_11865.jpg,0.9679,0.9679,0.0,0.785
Tp_D_NNN_M_N_ani00051_ani00054_11131.jpg,0.8473,0.8473,0.0,0.767
Tp_D_NNN_M_N_ani00086_nat00059_11126.jpg,0.7802,0.7802,0.0,0.742
Tp_D_NNN_M_N_ani10132_ani10123_12477.jpg,0.9116,0.9116,0.0,0.85
Tp_D_NNN_M_N_arc00008_cha00050_11769.jpg,0.8511,0.8511,0.0,0.767
Tp_D_NNN_M_N_arc00008_cha00063_11763.jpg,0.7586,0.7586,0.0,0.803
Tp_D_NNN_M_N_arc00008_cha00070_11767.jpg,0.8872,0.8872,0.0,0.77
Tp_D_NNN_M_N_arc00008_nat00059_11772.jpg,0.9777,0.9777,0.0,0.844
Tp_D_NNN_M_N_arc00010_nat00002_00230.tif,0.9548,0.9548,0.0,0.857
Tp_D_NNN_M_N_arc00050_arc00086_00270.tif,0.9857,0.9857,0.0,0.794
Tp_D_NNN_M_N_arc00054_arc00005_10006.tif,0.937,0.937,0.0,0.785
Tp_D_NNN_M_N_arc00054_nat00059_11934.jpg,0.9934,0.9934,0.0,0.851
Tp_D_NNN_M_N_arc00061_nat00074_10448.tif,0.9811,0.9811,0.0,0.818
Tp_D_NNN_M_N_arc00061_nat00099_10447.tif,0.9918,0.9918,0.0,0.897
Tp_D_NNN_M_N_arc00065_nat00095_11455.jpg,0.9928,0.9928,0.0,0.798
Tp_D_NNN_M_N_arc00065_nat00097_11453.jpg,0.9935,0.9935,0.0,0.923
Tp_D_NNN_M_N_arc00065_nat10124_11454.jpg,0.9933,0.9933,0.0,0.897
Tp_D_NNN_M_N_arc00068_arc00075_00288.tif,0.9826,0.9826,0.0,0.916
Tp_D_NNN_M_N_arc00069_nat00097_11207.jpg,0.977,0.977,0.0,0.885
Tp_D_NNN_M_N_arc00070_arc00072_00290.tif,0.9892,0.9892,0.0,0.925
Tp_D_NNN_M_N_arc00096_nat00059_11799.jpg,0.9874,0.9874,0.0,0.847
Tp_D_NNN_M_N_arc10115_arc10117_10763.jpg,0.9703,0.9703,0.0,0.847
Tp_D_NNN_M_N_arc10120_nat10156_12144.jpg,0.9546,0.9546,0.0,0.824
Tp_D_NNN_M_N_art00023_nat00013_11876.jpg,0.9578,0.9578,0.0,0.854
Tp_D_NNN_M_N_art00023_nat00059_11875.jpg,0.9716,0.9716,0.0,0.878
Tp_D_NNN_M_N_art00023_nat10122_11873.jpg,0.9845,0.9845,0.0,0.873
Tp_D_NNN_M_N_art00034_nat00059_11871.jpg,0.9688,0.9688,0.0,0.911
Tp_D_NNN_M_N_art00037_nat10103_10107.tif,0.9302,0.9302,0.0,0.924
Tp_D_NNN_M_N_art00037_pla10110_10106.tif,0.9301,0.9301,0.0,0.94
Tp_D_NNN_M_N_art00049_cha00026_11789.jpg,0.9361,0.9361,0.0,0.827
Tp_D_NNN_M_N_art00049_cha00070_11790.jpg,0.9422,0.9422,0.0,0.776
Tp_D_NNN_M_N_art00049_nat00095_11766.jpg,0.9728,0.9728,0.0,0.817
Tp_D_NNN_M_N_art00049_nat10122_11765.jpg,0.9734,0.9734,0.0,0.761
Tp_D_NNN_M_N_art00052_arc00024_11852.jpg,0.9151,0.9151,0.0,0.942
Tp_D_NNN_M_N_art00052_nat00013_11848.jpg,0.9664,0.9664,0.0,0.857
Tp_D_NNN_M_N_art00052_nat00095_11850.jpg,0.967,0.967,0.0,0.888
Tp_D_NNN_M_N_art00069_nat00059_11846.jpg,0.952,0.952,0.0,0.762
Tp_D_NNN_M_N_art00069_nat10122_11845.jpg,0.9825,0.9825,0.0,0.761
Tp_D_NNN_M_N_art00088_txt00002_10327.tif,0.9145,0.9145,0.0,0.878
Tp_D_NNN_M_N_art00088_txt00098_10326.tif,0.9713,0.9713,0.0,0.784
Tp_D_NNN_M_N_art00099_cha00050_11760.jpg,0.9021,0.9021,0.0,0.835
Tp_D_NNN_M_N_art10110_nat00059_11569.jpg,0.9864,0.9864,0.0,0.883
Tp_D_NNN_M_N_art10115_cha00070_11525.jpg,0.9506,0.9506,0.0,0.793
Tp_D_NNN_M_N_cha00007_cha00006_11161.jpg,0.8966,0.8966,0.0,0.751
Tp_D_NNN_M_N_cha00031_ani10101_10048.tif,0.6607,0.6607,0.0,0.728
Tp_D_NNN_M_N_cha00067_cha00040_11670.jpg,0.8776,0.8776,0.0,0.755
Tp_D_NNN_M_N_cha00074_txt00068_10192.tif,0.9637,0.9637,0.0,0.759
Tp_D_NNN_M_N_cha00082_cha00089_10200.tif,0.8827,0.8827,0.0,0.779
Tp_D_NNN_M_N_cha10123_cha10127_12191.jpg,0.9871,0.9871,0.0,0.841
Tp_D_NNN_M_N_cha10166_nat10142_12271.jpg,0.9847,0.9847,0.0,0.873
Tp_D_NNN_M_N_cha10166_nat10156_12272.jpg,0.9833,0.9833,0.0,0.89
Tp_D_NNN_M_N_cha10168_cha10140_12301.jpg,0.9911,0.9911,0.0,0.876
Tp_D_NNN_M_N_cha10180_cha00070_12294.jpg,0.7088,0.7088,0.0,0.793
Tp_D_NNN_M_N_nat00002_nat00097_11511.jpg,0.9937,0.9937,0.0,0.886
Tp_D_NNN_M_N_nat00009_cha00062_11395.jpg,0.9314,0.9314,0.0,0.798
Tp_D_NNN_M_N_nat00009_nat00013_11092.jpg,0.9797,0.9797,0.0,0.902
Tp_D_NNN_M_N_nat00026_nat00028_11036.jpg,0.6982,0.6982,0.0,0.787
Tp_D_NNN_M_N_nat00033_cha00062_11380.jpg,0.9364,0.9364,0.0,0.834
Tp_D_NNN_M_N_nat00048_nat00053_11076.jpg,0.8035,0.8035,0.0,0.739
Tp_D_NNN_M_N_nat00060_nat00099_10570.jpg,0.9952,0.9952,0.0,0.885
Tp_D_NNN_M_N_nat00061_nat10123_11440.jpg,0.992,0.992,0.0,0.77
Tp_D_NNN_M_N_nat00073_nat00097_11103.jpg,0.9765,0.9765,0.0,0.861
Tp_D_NNN_M_N_nat00075_nat00097_11100.jpg,0.9562,0.9562,0.0,0.785
Tp_D_NNN_M_N_nat00086_arc00076_11283.jpg,0.9919,0.9919,0.0,0.838
Tp_D_NNN_M_N_nat00095_nat00062_11358.jpg,0.9972,0.9972,0.0,0.903
Tp_D_NNN_M_N_nat00096_nat00097_11096.jpg,0.9893,0.9893,0.0,0.816
Tp_D_NNN_M_N_nat10103_pla10110_10115.tif,0.9786,0.9786,0.0,0.84
Tp_D_NNN_M_N_nat10112_nat10122_11360.jpg,0.9809,0.9809,0.0,0.861
Tp_D_NNN_M_N_nat10116_cha00062_11376.jpg,0.9111,0.9111,0.0,0.825
Tp_D_NNN_M_N_nat10116_cha00063_11375.jpg,0.8263,0.8263,0.0,0.77
Tp_D_NNN_M_N_nat10118_nat00062_11392.jpg,0.9905,0.9905,0.0,0.863
Tp_D_NNN_M_N_nat10124_nat00059_11345.jpg,0.9937,0.9937,0.0,0.914
Tp_D_NNN_M_N_nat10124_nat00095_11350.jpg,0.995,0.995,0.0,0.862
Tp_D_NNN_M_N_nat10124_nat00097_11346.jpg,0.9958,0.9958,0.0,0.903
Tp_D_NNN_M_N_nat10124_nat10156_12148.jpg,0.9957,0.9957,0.0,0.917
Tp_D_NNN_M_N_nat10149_nat10147_12002.jpg,0.9796,0.9796,0.0,0.809
Tp_D_NNN_M_N_nat10149_nat10156_12001.jpg,0.9874,0.9874,0.0,0.881
Tp_D_NNN_M_N_nat10156_ani00021_12020.jpg,0.8142,0.8142,0.0,0.783
Tp_D_NNN_M_N_nat10164_nat10160_12096.jpg,0.9799,0.9799,0.0,0.894
Tp_D_NNN_M_N_nat10165_nat10169_12112.jpg,0.9945,0.9945,0.0,0.771
Tp_D_NNN_M_N_nat10166_nat10169_12113.jpg,0.98,0.98,0.0,0.772
Tp_D_NNN_M_N_pla10110_nat10103_10116.tif,0.9174,0.9174,0.0,0.765
Tp_D_NNN_M_N_pla10121_cha00027_11669.jpg,0.8642,0.8642,0.0,0.762
Tp_D_NNN_M_N_pla10121_cha00028_11659.jpg,0.9052,0.9052,0.0,0.759
Tp_D_NNN_M_N_sec00021_arc10118_10778.jpg,0.9693,0.9693,0.0,0.87
Tp_D_NNN_M_N_sec00030_nat00097_00051.tif,0.9869,0.9869,0.0,0.861
Tp_D_NNN_M_N_sec00036_nat00095_00057.tif,0.9945,0.9945,0.0,0.809
Tp_D_NNN_M_N_sec00041_nat00097_11253.jpg,0.8988,0.8988,0.0,0.749
Tp_D_NNN_M_N_sec00041_nat00099_10512.tif,0.967,0.967,0.0,0.882
Tp_D_NNN_M_N_sec00046_nat00097_00067.tif,0.9658,0.9658,0.0,0.853
Tp_D_NNN_M_N_sec00054_cha00062_11473.jpg,0.8745,0.8745,0.0,0.837
Tp_D_NNN_M_N_sec00058_nat00097_11273.jpg,0.9727,0.9727,0.0,0.782
Tp_D_NNN_M_N_sec00061_nat00095_00082.tif,0.9854,0.9854,0.0,0.854
Tp_D_NNN_M_N_sec00061_nat00097_11264.jpg,0.979,0.979,0.0,0.805
Tp_D_NNN_M_N_sec00064_nat00097_11260.jpg,0.9616,0.9616,0.0,0.824
Tp_D_NNN_M_N_sec00087_cha00062_11470.jpg,0.9096,0.9096,0.0,0.801
Tp_D_NNN_M_N_sec00089_cha00062_11491.jpg,0.9192,0.9192,0.0,0.781
Tp_D_NNN_M_N_sec00089_nat00059_11120.jpg,0.9719,0.9719,0.0,0.759
Tp_D_NNN_M_N_sec20011_nat20033_01446.tif,0.9969,0.9969,0.0,0.871
Tp_D_NNN_M_N_sec20047_arc20001_02128.tif,0.9764,0.9764,0.0,0.81
Tp_D_NNN_M_N_sec20059_arc20022_02134.tif,0.9762,0.9762,0.0,0.847
Tp_D_NNN_M_N_txt00013_txt00019_10847.jpg,0.963,0.963,0.0,0.965
Tp_D_NNN_M_N_txt00025_txt00098_10328.tif,0.9134,0.9134,0.0,0.823
Tp_D_NNN_M_N_txt00040_txt00042_10007.tif,0.4517,0.4517,0.0,0.84
Tp_D_NNN_M_N_txt00043_txt00051_10379.tif,0.9787,0.9787,0.0,0.942
Tp_D_NNN_M_N_txt00049_txt00059_10367.tif,0.951,0.951,0.0,0.829
Tp_D_NNN_M_N_txt00050_txt00059_10369.tif,0.9629,0.9629,0.0,0.805
Tp_D_NNN_M_N_txt00054_txt00059_10370.tif,0.9664,0.9664,0.0,0.855
Tp_D_NNN_M_N_txt00059_txt00050_10373.tif,0.9214,0.9214,0.0,0.812
Tp_D_NNN_M_N_txt00060_txt00061_10186.tif,0.9615,0.9615,0.0,0.854
Tp_D_NNN_M_N_txt00060_txt00062_10183.tif,0.9813,0.9813,0.0,0.932
Tp_D_NNN_M_N_txt00061_txt00062_10184.tif,0.9734,0.9734,0.0,0.86
Tp_D_NNN_M_N_txt00062_txt00061_10185.tif,0.949,0.949,0.0,0.861
Tp_D_NNN_M_N_txt00065_txt00066_10008.tif,0.9965,0.9965,0.0,0.797
Tp_D_NNN_M_N_txt00066_txt00065_10121.tif,1.0,1.0,0.0,0.751
Tp_D_NNN_M_N_txt00066_txt00065_10122.tif,0.9942,0.9942,0.0,0.74
Tp_D_NNN_M_N_txt10109_txt00097_10815.jpg,0.9632,0.9632,0.0,0.913
Tp_D_NNN_M_O_ani00036_nat00083_10054.tif,0.9579,0.9579,0.0,0.779
Tp_D_NNN_M_O_arc00041_nat00097_00261.tif,0.9787,0.9787,0.0,0.905
Tp_D_NNN_M_O_art00052_nat10122_11849.jpg,0.9227,0.9227,0.0,0.939
Tp_D_NNN_M_O_nat00033_ani00031_10078.tif,0.8135,0.8135,0.0,0.802
Tp_D_NNN_M_O_nat00045_nat00099_10558.jpg,0.9515,0.9515,0.0,0.865
Tp_D_NNN_M_O_sec00017_cha00085_10785.jpg,0.9522,0.9522,0.0,0.787
Tp_D_NNN_M_O_sec00031_nat00062_00052.tif,0.9668,0.9668,0.0,0.851
Tp_D_NNN_M_O_sec00039_nat00001_00060.tif,0.9785,0.9785,0.0,0.811
Tp_D_NNN_M_O_sec20056_sec20042_01646.tif,0.9839,0.9839,0.0,0.871
Tp_D_NNN_S_B_ani00055_ani00089_11137.jpg,0.8607,0.8607,0.0,0.762
Tp_D_NNN_S_B_ani00076_ani00077_00196.tif,0.5879,0.5879,0.0,0.743
Tp_D_NNN_S_B_ani20056_ani20057_02099.tif,0.9229,0.9229,0.0,0.863
Tp_D_NNN_S_B_arc00023_cha00023_20092.jpg,0.7735,0.7735,0.0,0.782
Tp_D_NNN_S_B_arc00059_nat00059_11829.jpg,0.933,0.933,0.0,0.749
Tp_D_NNN_S_B_arc20098_arc20030_02198.tif,0.9545,0.9545,0.0,0.733
Tp_D_NNN_S_B_art00003_cha00028_01427.tif,0.8796,0.8796,0.0,0.763
Tp_D_NNN_S_B_art00032_nat00003_00510.tif,0.9781,0.9781,0.0,0.741
Tp_D_NNN_S_B_art00097_cha00047_01384.tif,0.8375,0.8375,0.0,0.787
Tp_D_NNN_S_B_art20029_art20034_02336.tif,0.7616,0.7616,0.0,0.752
Tp_D_NNN_S_B_art20064_nat20042_02325.tif,0.9387,0.9387,0.0,0.743
Tp_D_NNN_S_B_cha00022_arc00097_00342.tif,0.9847,0.9847,0.0,0.817
Tp_D_NNN_S_B_cha00023_cha00022_00343.tif,0.8042,0.8042,0.0,0.743
Tp_D_NNN_S_B_cha00029_pla00030_20105.tif,0.9486,0.9486,0.0,0.949
Tp_D_NNN_S_B_cha00081_cha00065_00401.tif,0.4158,0.4158,0.0,0.775
Tp_D_NNN_S_B_cha00088_cha00063_00408.tif,0.7082,0.7082,0.0,0.837
Tp_D_NNN_S_B_cha00100_cha00020_00420.tif,0.8725,0.8725,0.0,0.78
Tp_D_NNN_S_B_ind00057_ind00066_01346.tif,0.6417,0.6417,0.0,0.757
Tp_D_NNN_S_B_ind00070_cha00089_00471.tif,0.8259,0.8259,0.0,0.779
Tp_D_NNN_S_B_ind00079_ind00080_00477.tif,0.5864,0.5864,0.0,0.762
Tp_D_NNN_S_B_nat00012_ani00031_00632.tif,0.751,0.751,0.0,0.795
Tp_D_NNN_S_B_nat00013_cha00015_20050.jpg,0.9671,0.9671,0.0,0.891
Tp_D_NNN_S_B_nat00019_nat00007_00637.tif,0.9738,0.9738,0.0,0.784
Tp_D_NNN_S_B_nat00021_cha00063_00639.tif,0.7333,0.7333,0.0,0.78
Tp_D_NNN_S_B_nat00023_nat00007_00641.tif,0.9865,0.9865,0.0,0.829
Tp_D_NNN_S_B_nat00034_cha00096_00648.tif,0.8351,0.8351,0.0,0.757
Tp_D_NNN_S_B_nat00036_cha00097_00650.tif,0.9014,0.9014,0.0,0.755
Tp_D_NNN_S_B_nat00036_cha00097_00699.tif,0.878,0.878,0.0,0.753
Tp_D_NNN_S_B_nat00038_nat00002_00652.tif,0.9449,0.9449,0.0,0.838
Tp_D_NNN_S_B_nat00061_art00020_11442.jpg,0.5556,0.5556,0.0,0.753
Tp_D_NNN_S_B_nat00079_nat00040_00676.tif,0.9462,0.9462,0.0,0.852
Tp_D_NNN_S_B_nat00082_cha00096_00678.tif,0.8591,0.8591,0.0,0.784
Tp_D_NNN_S_B_nat00089_nat00065_00696.tif,0.4058,0.4058,0.0,0.797
Tp_D_NNN_S_B_nat20007_nat20011_02213.tif,0.7519,0.7519,0.0,0.745
Tp_D_NNN_S_B_nat20037_nat20042_02240.tif,0.9868,0.9868,0.0,0.83
Tp_D_NNN_S_B_pla00019_pla00020_20034.jpg,0.9263,0.9263,0.0,0.755
Tp_D_NNN_S_B_pla00090_cha00028_00348.tif,0.9184,0.9184,0.0,0.833
Tp_D_NNN_S_B_sec00011_cha00051_00371.tif,0.9498,0.9498,0.0,0.883
Tp_D_NNN_S_B_sec00020_ind00020_20013.jpg,0.8456,0.8456,0.0,0.804
Tp_D_NNN_S_B_sec00062_cha00023_00701.tif,0.7605,0.7605,0.0,0.778
Tp_D_NNN_S_B_sec00064_nat00095_00742.tif,0.9479,0.9479,0.0,0.826
Tp_D_NNN_S_B_sec00091_cha00085_00111.tif,0.8108,0.8108,0.0,0.757
Tp_D_NNN_S_B_sec10001_arc00020_20006.jpg,0.6218,0.6218,0.0,0.799
Tp_D_NNN_S_B_txt00068_cha00065_10178.tif,0.7472,0.7472,0.0,0.772
Tp_D_NNN_S_B_txt00068_cha00088_10182.tif,0.8011,0.8011,0.0,0.785
Tp_D_NNN_S_N_ani00010_ani00017_10215.tif,0.6784,0.6784,0.0,0.751
Tp_D_NNN_S_N_ani00016_ani00013_00136.tif,0.835,0.835,0.0,0.766
Tp_D_NNN_S_N_ani00017_ani00010_10216.tif,0.7251,0.7251,0.0,0.746
Tp_D_NNN_S_N_ani00055_ani00051_11147.jpg,0.7146,0.7146,0.0,0.756
Tp_D_NNN_S_N_ani10113_ani10114_11631.jpg,0.783,0.783,0.0,0.769
Tp_D_NNN_S_N_ani10166_ani00070_12444.jpg,0.6537,0.6537,0.0,0.744
Tp_D_NNN_S_N_ani10168_ani10196_12449.jpg,0.723,0.723,0.0,0.745
Tp_D_NNN_S_N_ani10176_ani10175_12460.jpg,0.7525,0.7525,0.0,0.747
Tp_D_NNN_S_N_ani10177_ani10179_12488.jpg,0.9313,0.9313,0.0,0.777
Tp_D_NNN_S_N_ani10179_ani10175_12487.jpg,0.8761,0.8761,0.0,0.746
Tp_D_NNN_S_N_ani10181_ani10180_12427.jpg,0.8146,0.8146,0.0,0.751
Tp_D_NNN_S_N_ani10191_ani10200_12436.jpg,0.8354,0.8354,0.0,0.767
Tp_D_NNN_S_N_ani10193_ani10195_12442.jpg,0.5611,0.5611,0.0,0.753
Tp_D_NNN_S_N_ani10199_ani10200_12411.jpg,0.8726,0.8726,0.0,0.749
Tp_D_NNN_S_N_ani10200_ani10199_12409.jpg,0.7878,0.7878,0.0,0.766
Tp_D_NNN_S_N_ani10201_ani10200_12412.jpg,0.7824,0.7824,0.0,0.755
Tp_D_NNN_S_N_ani10218_ani10219_12386.jpg,0.6314,0.6314,0.0,0.747
Tp_D_NNN_S_N_ani20005_ani20001_02048.tif,0.8003,0.8003,0.0,0.757
Tp_D_NNN_S_N_ani20016_ani20017_02059.tif,0.9391,0.9391,0.0,0.805
Tp_D_NNN_S_N_ani20069_ani20070_02111.tif,0.5158,0.5158,0.0,0.753
Tp_D_NNN_S_N_arc00017_ani00058_00237.tif,0.6744,0.6744,0.0,0.741
Tp_D_NNN_S_N_arc00030_cha00023_00250.tif,0.765,0.765,0.0,0.768
Tp_D_NNN_S_N_arc00047_arc00086_00267.tif,0.9564,0.9564,0.0,0.827
Tp_D_NNN_S_N_arc00059_nat10122_11828.jpg,0.9669,0.9669,0.0,0.735
Tp_D_NNN_S_N_arc00066_cha00096_00416.tif,0.8882,0.8882,0.0,0.758
Tp_D_NNN_S_N_arc00071_ind00001_00421.tif,0.8695,0.8695,0.0,0.761
Tp_D_NNN_S_N_arc20040_arc20041_01493.tif,0.4922,0.4922,0.0,0.754
Tp_D_NNN_S_N_arc20042_arc20039_01495.tif,0.65,0.65,0.0,0.757
Tp_D_NNN_S_N_arc20043_arc20039_01496.tif,0.5635,0.5635,0.0,0.747
Tp_D_NNN_S_N_art00006_ind00030_00498.tif,0.6782,0.6782,0.0,0.753
Tp_D_NNN_S_N_art00013_art00014_11813.jpg,0.8587,0.8587,0.0,0.746
Tp_D_NNN_S_N_art00025_cha00050_01423.tif,0.8668,0.8668,0.0,0.771
Tp_D_NNN_S_N_art00033_cha00063_01421.tif,0.7428,0.7428,0.0,0.767
Tp_D_NNN_S_N_art00037_cha00040_01417.tif,0.8834,0.8834,0.0,0.764
Tp_D_NNN_S_N_art00038_ind00034_01416.tif,0.9559,0.9559,0.0,0.907
Tp_D_NNN_S_N_art00045_cha00023_01409.tif,0.8113,0.8113,0.0,0.77
Tp_D_NNN_S_N_art00045_cha00096_00519.tif,0.881,0.881,0.0,0.758
Tp_D_NNN_S_N_art00057_ind00018_01403.tif,0.8526,0.8526,0.0,0.763
Tp_D_NNN_S_N_art00058_ani00031_01402.tif,0.788,0.788,0.0,0.754
Tp_D_NNN_S_N_art00058_cha00063_00525.tif,0.8452,0.8452,0.0,0.763
Tp_D_NNN_S_N_art00084_cha00026_01390.tif,0.8497,0.8497,0.0,0.78
Tp_D_NNN_S_N_art10111_ani00100_11620.jpg,0.5854,0.5854,0.0,0.775
